case_id,repository,pr_number,language,code_changed_files,code_diff_excerpt,docs_before_excerpt,docs_before_retrieved_files,doc_context_01_path,doc_context_01_excerpt,doc_context_02_path,doc_context_02_excerpt,doc_context_03_path,doc_context_03_excerpt,doc_context_04_path,doc_context_04_excerpt,doc_context_05_path,doc_context_05_excerpt,doc_context_06_path,doc_context_06_excerpt,doc_context_07_path,doc_context_07_excerpt,doc_context_08_path,doc_context_08_excerpt,doc_context_09_path,doc_context_09_excerpt,doc_context_10_path,doc_context_10_excerpt,doc_context_11_path,doc_context_11_excerpt,doc_context_12_path,doc_context_12_excerpt,suggested_docs_update_required,suggested_doc_category,suggested_notes,human_docs_update_required,human_doc_category,human_label_notes,review_status,review_row_hash,review_context_hash
synthetic:pallets/flask:configuration:11,pallets/flask,900036,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..e202b26 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 8.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,7729121c59afab6fab33cb9d9ff3949023f6b4137934472c2eb17d24d637a666,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:12,pallets/flask,900037,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..362cf1b 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 5.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,926bfb88e905836be964dc342fa3b2015ff7b827392074bf86cc9af76d79c2cd,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:13,pallets/flask,900038,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..36c2c07 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 6.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,951ad852046b636aa926c38aeb50152a863c04aeef2d5b9571368c5dcbebfa89,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:14,pallets/flask,900039,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..664f501 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 7.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,51e270e77cf5b35ff27b27e1d1743100155b84a2967b5e8720e84791e4f339b0,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:15,pallets/flask,900040,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..e202b26 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 8.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,5be55bdb9e2dbc2d8b84bf91ac3c5a38d40f10f7463498172f123b0f0777d037,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:16,pallets/flask,900041,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..362cf1b 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 5.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,93c7019da84d0fabe4fd4f1d39309d14862588a92affe2e9229184f8fa07ebb5,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:17,pallets/flask,900042,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..36c2c07 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 6.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,e872ea07f7e8423b73a12ee45e7827a031f30fae22dc5fedb2d2af5ba816865f,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:18,pallets/flask,900043,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..664f501 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 7.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,353336a9e0112c94bb1d90c79d15878cddde374f858c2fb1cd954b2896162388,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:19,pallets/flask,900044,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..e202b26 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 8.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,2156b78e78063a69a50ac93e5a04ec844e8d7cf3e7d158de2aa5545e04e98a8d,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:20,pallets/flask,900045,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..362cf1b 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 5.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,eccc0b53e7922097e842adcd75c82107b562723a4ad7f3215c06c574c7c82e76,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:21,pallets/flask,900046,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..36c2c07 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 6.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,05d31438cb0af8f37f54783b3e4b99d7fda652d409447cc036bae7fd8139582e,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:22,pallets/flask,900047,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..664f501 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 7.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,f27453b13578e5cdce9087cd3393f3e98923aead775a7bc9bb30d08bd63eced3,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:23,pallets/flask,900048,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..e202b26 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 8.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,98d79ce7c3c4207beea1c2195c162f4c54069787a1ceb4192a2130611ba3d428,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
synthetic:pallets/flask:configuration:24,pallets/flask,900049,python,"[""src/flask/app.py""]","diff --git a/src/flask/app.py b/src/flask/app.py
index 6203586..362cf1b 100644
--- a/src/flask/app.py
+++ b/src/flask/app.py
@@ -301,7 +301,7 @@ class Flask(App):
                 warnings.warn(
                     f""The '{method.__name__}' method now takes 'ctx: AppContext'""
                     "" as the first parameter. The old signature is deprecated""
-                    "" and will not be supported in Flask 4.0."",
+                    "" and will not be supported in Flask 5.0."",
                     DeprecationWarning,
                     stacklevel=2,
                 )","Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
","[""docs/config.rst""]",docs/config.rst,"Configuration Handling
======================

Applications need some kind of configuration.  There are different settings
you might want to change depending on the application environment like
toggling the debug mode, setting the secret key, and other such
environment-specific things.

The way Flask is designed usually requires the configuration to be
available when the application starts up.  You can hard code the
configuration in the code, which for many small applications is not
actually that bad, but there are better ways.

Independent of how you load your config, there is a config object
available which holds the loaded configuration values:
The :attr:`~flask.Flask.config` attribute of the :class:`~flask.Flask`
object.  This is the place where Flask itself puts certain configuration
values and also where extensions can put their configuration values.  But
this is also where you can have your own configuration.


Configuration Basics
--------------------
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,dac66632d33ba0df269f7197f1776d44bfea6b1c04d01bc99f2edac58d5c0d91,5a7470fc88f342a206339eac440a3e7d3c09c3ddb84c4fb9d1d153c56ed9ad6d
